Analysis no.,Stat. pos.,Eruption,controlcode_old,controlcode,Epoch,Analysis label,Date of analysis,NA2O,MGO,AL2O3,SIO2,K2O,CAO,TIO2,MNO,FEO,P2O5,Cl,F,Total
187,60,Astroni 4 ,4,1,three-b,cf72_7,301009,4.55,0.57,19.19,59.95,8.84,2.40,0.52,0.12,3.71,1240,7262,3679,101.07
188,60,Astroni 4 ,4,1,three-b,cf72_8,301009,4.46,0.52,19.17,59.49,8.90,2.48,0.51,0.11,3.26,1402,7776,2840,100.10
189,60,Astroni 4 ,4,1,three-b,cf72_9,301009,4.52,0.53,19.13,58.91,8.64,2.34,0.43,0.15,3.15,1526,8347,0,98.79
190,60,Astroni 4 ,4,1,three-b,cf72_10,301009,4.68,0.51,19.15,59.65,8.62,2.41,0.51,0.17,3.39,1326,7793,1984,100.19
191,60,Astroni 4,4,1,three-b,CF72_1,011209,4.20,0.57,19.14,56.86,8.83,2.42,0.45,0.13,3.38,1453,7945,1628,97.07
192,60,Astroni 4,4,1,three-b,CF72_11,011209,4.28,0.58,18.99,56.94,8.93,2.42,0.46,0.20,3.41,1452,7685,2367,97.36
193,60,Astroni 4,4,1,three-b,CF72_9,011209,4.44,0.54,19.21,56.11,8.66,2.44,0.52,0.17,3.53,1380,7317,2075,96.70
194,60,Astroni 4,4,1,three-b,VF3-4-19,290509,4.58,0.56,18.64,60.09,8.68,2.27,0.44,0.15,3.27,,,,98.68
195,60,Astroni 4,4,1,three-b,VF3-4-18,290509,4.36,0.60,18.37,59.82,8.37,2.35,0.45,0.12,3.27,,,,97.71
196,60,Astroni 4,4,1,three-b,VF3-4-17,290509,4.49,0.59,18.51,59.72,8.47,2.22,0.41,0.12,3.31,,,,97.85
197,60,Astroni 4,4,1,three-b,VF3-4-16,290509,4.86,0.62,17.84,57.95,8.00,2.16,0.38,0.11,3.39,,,,95.33
198,60,Astroni 4,4,1,three-b,VF3-4-15,290509,4.49,0.53,18.51,59.87,8.56,2.29,0.42,0.08,3.54,,,,98.29
199,60,Astroni 4,4,1,three-b,VF3-4-12,290509,3.98,0.46,17.92,58.71,8.44,2.20,0.37,0.10,3.25,,,,95.42
200,60,Astroni 4,4,1,three-b,VF3-4-11,290509,4.68,0.69,18.22,59.44,8.31,2.28,0.49,0.14,3.79,,,,98.04
201,60,Astroni 4,4,1,three-b,VF3-4-8,290509,4.48,0.58,18.21,59.27,8.46,2.40,0.44,0.16,3.20,,,,97.20
202,60,Astroni 4,4,1,three-b,VF3-4-7,290509,4.71,0.61,18.79,60.02,8.47,2.39,0.43,0.10,3.30,,,,98.82
203,60,Astroni 4,4,1,three-b,VF3-4-6,290509,4.60,0.56,18.57,60.18,8.59,2.30,0.45,0.11,3.38,,,,98.74
204,60,Astroni 4,4,1,three-b,VF3-4-5,290509,4.40,0.58,18.09,59.61,8.72,2.73,0.43,0.11,3.22,,,,97.88
205,60,Astroni 4,4,1,three-b,VF3-4-4,290509,4.29,0.57,18.43,59.31,8.58,2.34,0.44,0.17,3.40,,,,97.54
206,60,Astroni 4,4,1,three-b,VF3-4-3,290509,4.26,0.57,18.69,59.73,8.52,2.31,0.38,0.12,3.32,,,,97.90
207,60,Astroni 4,4,1,three-b,VF3-4-2,290509,4.65,0.57,18.43,59.72,8.58,2.46,0.42,0.09,3.36,,,,98.29
208,60,Astroni 4,4,1,three-b,VF3-4-1,290509,4.74,0.61,18.47,58.23,8.27,2.34,0.49,0.18,3.70,,,,97.04
209,59,Astroni 3 ,5,1,three-b,cf82_1,301009,4.27,0.53,18.99,58.66,8.69,2.43,0.43,0.16,3.31,1398,7873,2409,98.64
210,59,Astroni 3 ,5,1,three-b,cf82_2,301009,5.34,0.62,18.60,59.77,8.25,2.46,0.51,0.15,3.93,1243,8768,0,100.63
211,59,Astroni 3 ,5,1,three-b,cf82_3,301009,4.12,0.44,18.92,59.01,8.62,2.39,0.44,0.10,2.99,1072,7002,1558,98.00
212,59,Astroni 3 ,5,1,three-b,cf82_4,301009,4.51,0.50,19.13,58.87,8.70,2.35,0.46,0.19,3.52,1123,8070,2009,99.35
213,59,Astroni 3 ,5,1,three-b,cf82_5,301009,4.16,0.46,18.23,58.19,8.39,2.28,0.45,0.11,3.46,686,8510,4393,97.10
214,59,Astroni 3 ,5,1,three-b,cf82_6,301009,4.37,0.55,18.99,60.01,8.65,2.52,0.49,0.18,3.71,1190,7515,0,100.34
215,59,Astroni 3 ,5,1,three-b,cf82_7,301009,4.81,0.55,19.13,59.76,8.45,2.51,0.46,0.13,3.73,889,8419,2503,100.72
216,59,Astroni 3 ,5,1,three-b,cf82_8,301009,4.55,0.52,18.96,59.94,8.74,2.41,0.45,0.21,3.48,424,8136,2188,100.34
217,59,Astroni 3 ,5,1,three-b,cf82_9,301009,4.34,0.55,18.84,60.35,8.76,2.34,0.54,0.09,3.52,1005,6769,431,100.15
218,59,Astroni 3 ,5,1,three-b,cf82_10,301009,4.34,0.53,19.02,60.04,8.53,2.48,0.48,0.11,3.17,1258,7582,822,99.67
219,59,Astroni 3 ,5,1,three-b,cf82_11,301009,4.10,0.54,18.73,58.51,8.60,2.33,0.46,0.15,3.37,1605,7529,3405,98.04
220,59,Astroni 3 ,5,1,three-b,cf82_12,301009,3.96,0.92,19.03,58.35,8.87,3.12,0.44,0.14,4.16,2056,5969,1157,99.90
221,59,Astroni 3 ,5,1,three-b,cf82_13,301009,4.46,0.52,19.19,59.77,8.85,2.30,0.45,0.18,3.45,1578,8272,1621,100.32
222,59,Astroni 3 ,5,1,three-b,cf82_14,301009,4.42,0.49,19.11,59.48,8.60,2.40,0.47,0.23,3.28,1107,7601,2337,99.58
223,59,Astroni 3 ,5,1,three-b,cf82_15,301009,4.55,0.56,18.78,59.61,8.69,2.43,0.44,0.24,3.26,1054,8113,1594,99.65
224,59,Astroni 3,5,1,three-b,cf81black_1,230110,3.59,1.73,17.63,56.90,7.83,4.11,0.70,0.13,5.32,4092,6051,,98.96
225,59,Astroni 3,5,1,three-b,cf81black_10,230110,3.65,1.59,18.17,57.50,7.96,3.92,0.68,0.19,5.51,3753,5339,,100.08
226,59,Astroni 3,5,1,three-b,cf81black_11,230110,3.24,1.58,18.08,57.51,7.85,3.98,0.75,0.11,5.30,3962,5492,,99.34
227,59,Astroni 3,5,1,three-b,cf81black_13,230110,3.41,1.66,17.73,56.91,8.10,4.06,0.79,0.14,5.17,4351,5374,,98.95
228,59,Astroni 3,5,1,three-b,cf81black_14,230110,3.46,1.69,17.83,57.02,8.00,4.02,0.71,0.13,5.51,4139,5777,,99.35
229,59,Astroni 3,5,1,three-b,cf81black_15,230110,3.37,1.63,17.99,57.31,7.94,4.08,0.75,0.15,5.60,4412,5777,,99.85
230,59,Astroni 3,5,1,three-b,cf81black_2,230110,3.45,1.64,17.75,56.67,7.93,3.98,0.67,0.03,5.50,3899,5925,,98.61
231,59,Astroni 3,5,1,three-b,cf81black_3,230110,3.53,1.74,17.59,56.52,8.07,4.15,0.71,0.16,5.71,4110,5171,,99.12
232,59,Astroni 3,5,1,three-b,cf81black_4,230110,3.43,1.59,17.57,56.49,8.03,4.03,0.66,0.08,5.58,3805,6014,,98.43
233,59,Astroni 3,5,1,three-b,cf81black_5,230110,3.42,1.67,17.92,56.87,8.07,4.05,0.73,0.18,5.82,3999,5384,,99.68
234,59,Astroni 3,5,1,three-b,cf81black_6,230110,3.43,1.74,17.68,56.91,7.98,4.13,0.73,0.18,5.56,3740,5488,,99.26
235,59,Astroni 3,5,1,three-b,CF80_55_19,130810,4.58,0.56,18.92,60.34,8.48,2.28,0.49,0.11,3.50,1139,,,99.39
236,59,Astroni 3,5,1,three-b,CF80_57_20,130810,4.54,0.55,18.61,59.93,8.57,2.33,0.38,0.14,3.19,163,,,98.25
237,59,Astroni 3,5,1,three-b,CF80_59_20,130810,4.54,0.56,18.75,60.09,8.56,2.42,0.47,0.20,3.50,206,,,99.10
238,59,Astroni 3,5,1,three-b,CF80_61_21,130810,4.46,0.59,18.71,59.96,8.49,2.36,0.45,0.12,3.51,1177,,,98.76
239,59,Astroni 3,5,1,three-b,CF80_63_22,130810,4.53,0.55,18.73,60.25,8.60,2.35,0.46,0.13,3.31,838,,,98.98
240,59,Astroni 3,5,1,three-b,CF80_65_23,130810,4.73,0.58,18.78,59.42,8.57,2.39,0.46,0.12,3.60,1298,,,98.77
241,59,Astroni 3,5,1,three-b,CF80_67_24,130810,4.75,0.52,19.01,60.35,8.44,2.34,0.42,0.15,3.24,1286,,,99.33
242,59,Astroni 3,5,1,three-b,CF80_69_25,130810,4.41,0.55,18.78,60.12,8.49,2.40,0.46,0.14,3.18,860,,,98.62
243,59,Astroni 3,5,1,three-b,CF80_71_26,130810,4.42,0.54,18.57,60.03,8.64,2.31,0.44,0.13,3.25,895,,,98.40
244,59,Astroni 3,5,1,three-b,CF80_73_27,130810,4.34,0.47,18.93,59.96,9.00,2.27,0.48,0.12,2.87,1297,,,98.58
245,59,Astroni 3,5,1,three-b,CF80_75_28,130810,4.39,0.59,18.94,59.64,8.47,2.38,0.50,0.13,3.54,849,,,98.67
246,59,Astroni 3,5,1,three-b,CF80_77_29,130810,4.41,0.47,18.98,60.84,8.90,2.22,0.40,0.14,3.25,1097,,,99.73
247,59,Astroni 3,5,1,three-b,CF80_79_30,130810,3.82,0.44,19.14,60.79,9.09,2.32,0.44,0.12,3.37,368,,,99.56
248,57,Astroni 1,0,1,three-b,69_19,180609,4.49,0.53,18.40,60.18,8.87,2.32,0.46,0.10,3.46,1289,7802,947,99.81
249,57,Astroni 1,0,1,three-b,69_18,180609,4.45,0.44,18.70,60.42,9.03,2.12,0.50,0.19,3.04,1319,7588,804,99.85
250,57,Astroni 1,0,1,three-b,69_17,180609,4.70,0.53,18.31,59.27,8.87,2.20,0.39,0.07,3.31,973,8206,1058,98.67
251,57,Astroni 1,0,1,three-b,69_16,180609,4.65,0.59,18.01,59.05,8.90,2.40,0.40,0.09,3.49,1271,7834,733,98.57
252,57,Astroni 1,0,1,three-b,69_15,180609,4.27,0.49,17.03,55.86,8.21,2.14,0.35,0.09,3.19,1107,8190,1120,92.67
253,57,Astroni 1,0,1,three-b,69_14,180609,4.85,0.54,18.07,59.59,8.73,2.40,0.43,0.11,3.25,1230,9043,572,99.04
254,57,Astroni 1,0,1,three-b,69_13,180609,4.82,0.63,18.23,59.72,8.82,2.26,0.47,0.12,3.60,1439,9017,1025,99.80
255,57,Astroni 1,0,1,three-b,69_12,180609,4.71,0.47,18.42,60.17,8.96,2.36,0.43,0.12,3.33,1416,9016,565,100.07
256,57,Astroni 1,0,1,three-b,69_10,180609,4.57,0.40,18.38,60.00,8.90,2.49,0.44,0.13,3.04,942,8052,783,99.32
257,57,Astroni 1,0,1,three-b,69_9,180609,4.90,0.53,18.32,59.84,8.69,2.29,0.43,0.20,3.45,1357,8395,212,99.64
258,57,Astroni 1,0,1,three-b,69_8,180609,4.51,0.55,18.47,59.75,8.84,2.39,0.48,0.13,3.19,1133,7391,1297,99.29
259,57,Astroni 1,0,1,three-b,69_7,180609,4.68,0.48,18.04,59.77,8.65,2.39,0.48,0.12,3.55,1231,8496,1025,99.23
260,57,Astroni 1,0,1,three-b,69_6,180609,4.71,0.53,18.14,59.70,8.88,2.40,0.40,0.10,3.37,1326,8022,841,99.24
261,57,Astroni 1,0,1,three-b,69_5,180609,4.72,0.49,18.11,59.80,8.68,2.32,0.43,0.12,3.47,1302,8653,1235,99.26
262,57,Astroni 1,0,1,three-b,69_4,180609,4.73,0.47,18.15,59.86,9.05,2.35,0.51,0.13,3.27,1152,7832,666,99.48
263,57,Astroni 1,0,1,three-b,69_2,180609,4.47,0.54,18.84,59.87,8.88,2.40,0.40,0.12,3.27,1052,8112,887,99.79
264,57,Astroni 1,0,1,three-b,69_1,180609,4.93,0.59,18.27,59.95,8.69,2.34,0.36,0.14,3.60,1487,8142,1209,99.95
265,57,Astroni 1,0,1,three-b,CF69_1,011209,4.83,0.52,18.80,60.72,8.91,2.40,0.44,0.16,3.47,1146,7964,1264,101.28
266,57,Astroni 1,0,1,three-b,CF69_10,011209,4.22,0.38,19.21,59.38,9.38,2.14,0.43,0.08,2.58,881,6558,1709,98.71
267,57,Astroni 1,0,1,three-b,CF69_11,011209,4.64,0.47,18.98,59.03,8.75,2.39,0.44,0.16,3.51,1013,7678,1856,99.43
268,57,Astroni 1,0,1,three-b,CF69_12,011209,4.56,0.60,18.99,59.88,8.93,2.41,0.46,0.22,3.48,1265,8234,1267,100.61
269,57,Astroni 1,0,1,three-b,CF69_13,011209,4.62,0.54,18.85,60.04,8.80,2.37,0.42,0.20,3.33,1242,8047,2030,100.31
270,57,Astroni 1,0,1,three-b,CF69_14,011209,4.48,0.56,19.02,58.97,8.84,2.40,0.49,0.18,3.23,1123,8070,1740,99.26
271,57,Astroni 1,0,1,three-b,CF69_15,011209,4.52,0.54,18.65,59.81,8.68,2.39,0.45,0.12,3.40,1889,8375,748,99.68
272,57,Astroni 1,0,1,three-b,CF69_2,011209,4.44,0.55,18.91,59.36,8.70,2.43,0.44,0.19,3.49,1863,8048,776,99.60
273,57,Astroni 1,0,1,three-b,CF69_3,011209,4.60,0.54,18.89,59.12,8.54,2.42,0.45,0.11,3.02,1363,7704,1559,98.77
274,57,Astroni 1,0,1,three-b,CF69_4,011209,4.63,0.54,18.71,60.16,8.86,2.31,0.53,0.06,3.24,1114,8496,1800,100.18
275,57,Astroni 1,0,1,three-b,CF69_5,011209,4.91,0.66,18.49,59.57,8.54,2.46,0.49,0.14,3.70,1331,9244,1649,100.16
276,57,Astroni 1,0,1,three-b,CF69_6,011209,4.43,0.68,18.80,59.27,9.08,2.35,0.54,0.07,4.13,1295,8389,1584,100.47
277,57,Astroni 1,0,1,three-b,CF69_8,011209,4.56,0.53,18.85,58.78,8.75,2.40,0.53,0.20,3.08,1360,8228,2091,98.83
278,56,Averno 2,0,4,three-b,VF4?-6-1,300509,6.24,0.19,18.00,61.45,6.62,1.60,0.45,0.27,2.89,,,,97.71
279,56,Averno 2,0,4,three-b,VF4?-6-10,300509,6.04,0.19,17.23,59.89,6.35,1.57,0.34,0.23,2.57,,,,94.41
280,56,Averno 2,0,4,three-b,VF4?-6-11,300509,6.22,0.19,17.54,60.41,6.54,1.61,0.34,0.18,2.76,,,,95.79
281,56,Averno 2,0,4,three-b,VF4?-6-12,300509,6.44,0.20,17.69,60.35,6.47,1.79,0.36,0.19,2.87,,,,96.36
282,56,Averno 2,0,4,three-b,VF4?-6-14,300509,6.23,0.19,17.62,60.32,6.38,1.66,0.42,0.20,2.73,,,,95.75
283,56,Averno 2,0,4,three-b,VF4?-6-15,300509,6.61,0.19,17.87,61.06,6.52,1.69,0.37,0.19,2.78,,,,97.29
284,56,Averno 2,0,4,three-b,VF4?-6-17,300509,6.18,0.17,18.19,60.91,6.75,1.78,0.32,0.13,2.46,,,,96.90
285,56,Averno 2,0,4,three-b,VF4?-6-18,300509,6.13,0.21,17.25,59.19,6.43,1.61,0.33,0.24,2.74,,,,94.14
286,56,Averno 2,0,4,three-b,VF4?-6-2,300509,6.08,0.21,17.04,58.40,6.29,1.71,0.33,0.19,2.65,,,,92.89
287,56,Averno 2,0,4,three-b,VF4?-6-3,300509,6.35,0.19,17.70,61.21,6.54,1.78,0.43,0.17,2.73,,,,97.11
288,56,Averno 2,0,4,three-b,VF4?-6-5,300509,6.35,0.18,17.80,60.90,6.51,1.81,0.37,0.27,3.02,,,,97.21
289,56,Averno 2,0,4,three-b,VF4?-6-6,300509,6.07,0.19,17.54,60.04,6.43,1.67,0.39,0.19,2.82,,,,95.34
290,56,Averno 2,0,4,three-b,VF4?-6-7,300509,6.06,0.21,17.85,60.31,6.52,1.90,0.43,0.19,2.82,,,,96.29
291,56,Averno 2,0,4,three-b,VF4?-6-8,300509,6.52,0.16,17.72,61.57,6.70,1.72,0.37,0.20,2.84,,,,97.78
292,56,Averno 2,0,4,three-b,VF4?-6-9,300509,6.37,0.22,17.63,60.89,6.43,1.75,0.36,0.22,2.77,,,,96.64
293,56,Averno 2,0,4,three-b,CF86_10,021209,6.39,0.20,18.03,61.99,6.75,1.87,0.38,0.20,2.78,1003,8878,2742,99.86
294,56,Averno 2,0,4,three-b,CF86_11,021209,6.14,0.19,18.43,61.69,7.00,1.97,0.41,0.27,2.89,574,8939,2911,100.22
295,56,Averno 2,0,4,three-b,CF86_13,021209,5.90,0.19,18.45,62.12,6.86,1.84,0.39,0.23,2.98,393,8733,3660,100.22
296,56,Averno 2,0,4,three-b,VF3-5-10,290509,6.15,0.19,17.96,61.26,6.49,1.70,0.37,0.21,2.60,,,,96.91
297,56,Averno 2,0,4,three-b,VF3-5-12,290509,6.25,0.21,17.54,61.02,6.47,1.63,0.34,0.18,2.66,,,,96.29
298,56,Averno 2,0,4,three-b,VF3-5-13,290509,6.33,0.17,17.54,61.41,6.41,1.50,0.35,0.21,2.57,,,,96.49
299,56,Averno 2,0,4,three-b,VF3-5-16,290509,6.10,0.17,16.94,58.98,6.40,1.62,0.37,0.24,2.60,,,,93.41
300,56,Averno 2,0,4,three-b,VF3-5-17,290509,6.45,0.22,18.00,61.39,6.57,1.59,0.44,0.27,2.81,,,,97.73
301,56,Averno 2,0,4,three-b,VF3-5-18,290509,6.55,0.19,17.75,60.57,6.53,1.64,0.38,0.22,2.66,,,,96.48
302,56,Averno 2,0,4,three-b,VF3-5-19,290509,6.39,0.18,17.47,60.87,6.49,1.69,0.36,0.24,2.59,,,,96.28
303,56,Averno 2,0,4,three-b,VF3-5-2,290509,6.01,0.39,17.02,58.18,6.85,1.84,0.43,0.21,3.27,,,,94.20
304,56,Averno 2,0,4,three-b,VF3-5-21,290509,6.48,0.17,17.88,62.24,6.64,1.61,0.41,0.27,2.63,,,,98.33
305,56,Averno 2,0,4,three-b,VF3-5-4,290509,6.56,0.20,17.92,61.24,6.51,1.62,0.34,0.12,2.88,,,,97.39
306,56,Averno 2,0,4,three-b,VF3-5-5,290509,6.15,0.15,17.55,60.24,6.62,1.45,0.26,0.17,2.25,,,,94.84
307,56,Averno 2,0,4,three-b,VF3-5-6,290509,6.03,0.20,17.15,59.75,6.23,1.59,0.32,0.24,2.78,,,,94.29
308,56,Averno 2,0,4,three-b,VF3-5-8,290509,6.32,0.18,17.51,59.72,6.56,1.50,0.35,0.24,2.68,,,,95.06
309,56,Averno 2,0,4,three-b,cf83_3,150809,6.09,0.19,18.21,62.44,6.91,1.73,0.41,0.19,2.40,,,,98.56
310,56,Averno 2,0,4,three-b,VF5?-5-8,300509,6.55,0.28,16.72,60.31,6.07,1.61,0.46,0.30,3.74,,,,96.03
311,56,Averno 2,0,4,three-b,VF5?-5-9,300509,6.57,0.17,17.73,61.29,6.51,1.54,0.39,0.19,2.94,,,,97.32
312,55,Solfatara,0,0,three-b,cf118_3,200110,4.26,0.56,17.92,56.52,8.33,2.23,0.46,0.14,3.25,808,7364,,94.50
313,55,Solfatara,0,0,three-b,cf118_13,200110,4.29,0.51,17.94,56.98,8.02,2.31,0.40,0.21,3.25,1390,7508,,94.79
314,55,Solfatara,0,0,three-b,cf118_1,200110,3.60,0.51,18.26,57.30,8.44,2.20,0.43,0.11,3.27,827,5896,,94.80
315,55,Solfatara,0,0,three-b,cf118_10,200110,3.63,0.58,17.97,57.64,8.17,2.22,0.45,0.03,3.45,810,6948,,94.92
316,55,Solfatara,0,0,three-b,cf118_12,200110,4.11,0.41,17.67,58.25,8.25,2.06,0.45,0.25,2.93,477,5521,,94.97
317,55,Solfatara,0,0,three-b,cf118_4,200110,4.43,0.51,18.15,56.92,8.33,2.31,0.39,0.16,3.20,719,7126,,95.19
318,55,Solfatara,0,0,three-b,cf118_2,200110,4.50,0.51,18.05,57.35,8.16,2.31,0.39,0.09,3.20,820,7208,,95.35
319,55,Solfatara,0,0,three-b,cf118_9,200110,4.28,0.59,17.86,57.36,8.33,2.32,0.42,0.18,3.35,1223,6822,,95.49
320,55,Solfatara,0,0,three-b,cf118_6,200110,4.12,0.54,18.28,57.33,8.52,2.14,0.43,0.15,3.24,939,7261,,95.56
321,55,Solfatara,0,0,three-b,cf118_5,200110,4.18,0.60,17.97,57.48,8.38,2.27,0.44,0.07,3.40,810,7413,,95.60
322,55,Solfatara,0,0,three-b,cf118_11,200110,4.78,0.53,18.14,57.50,7.80,2.16,0.41,0.15,3.39,1045,7378,,95.71
323,55,Solfatara,0,0,three-b,cf118_14,200110,4.26,0.48,18.06,57.48,8.49,2.33,0.41,0.20,3.22,1102,7841,,95.82
324,52,Paleoastroni 3,0,1,three-b,CF70_1,130809,4.88,0.59,17.99,58.00,7.89,2.47,0.42,0.11,3.55,,,,95.90
325,52,Paleoastroni 3,0,1,three-b,CF70_2,130809,4.60,0.56,18.00,59.66,8.47,2.34,0.41,0.09,3.48,,,,97.62
326,52,Paleoastroni 3,0,1,three-b,CF70_3,130809,4.86,0.64,18.20,59.65,8.38,2.59,0.49,0.16,3.83,,,,98.81
327,52,Paleoastroni 3,0,1,three-b,CF70_4,130809,4.89,0.59,18.16,59.42,8.04,2.38,0.48,0.18,4.00,,,,98.14
328,52,Paleoastroni 3,0,1,three-b,CF70_5,130809,4.89,0.65,18.83,59.15,8.35,2.49,0.50,0.23,3.67,,,,98.77
329,52,Paleoastroni 3,0,1,three-b,CF70_6,130809,4.49,0.51,18.30,59.20,8.59,2.36,0.46,0.19,3.32,,,,97.42
330,52,Paleoastroni 3,0,1,three-b,CF70_7,130809,4.78,0.56,18.34,59.83,8.41,2.32,0.45,0.12,3.17,,,,97.99
331,52,Paleoastroni 3,0,1,three-b,VF1-5-20,310509,4.74,0.56,18.01,59.01,8.47,2.28,0.43,0.21,3.29,,,,97.00
332,52,Paleoastroni 3,0,1,three-b,VF1-5-19,310509,4.59,0.55,17.93,58.52,8.54,2.27,0.40,0.17,3.31,,,,96.27
333,52,Paleoastroni 3,0,1,three-b,VF1-5-18,310509,4.63,0.56,17.85,58.95,8.48,2.25,0.38,0.18,3.48,,,,96.76
334,52,Paleoastroni 3,0,1,three-b,VF1-5-17,310509,4.53,0.51,18.00,59.08,8.39,2.32,0.43,0.14,3.29,,,,96.68
335,52,Paleoastroni 3,0,1,three-b,VF1-5-16,310509,5.03,0.62,18.08,57.87,8.36,2.32,0.48,0.15,3.62,,,,96.54
336,52,Paleoastroni 3,0,1,three-b,VF1-5-15,310509,4.54,0.58,17.94,58.59,8.37,2.23,0.46,0.14,3.65,,,,96.51
337,52,Paleoastroni 3,0,1,three-b,VF1-5-14,310509,4.73,0.56,18.13,59.32,8.30,2.31,0.38,0.13,3.35,,,,97.22
338,52,Paleoastroni 3,0,1,three-b,VF1-5-13,310509,4.73,0.55,18.07,59.11,8.36,2.26,0.41,0.18,3.25,,,,96.90
339,52,Paleoastroni 3,0,1,three-b,VF1-5-12,310509,4.84,0.57,18.07,59.40,8.25,2.14,0.41,0.09,3.66,,,,97.43
340,52,Paleoastroni 3,0,1,three-b,VF1-5-11,310509,4.70,0.53,17.85,58.70,8.29,2.37,0.46,0.17,3.33,,,,96.39
341,52,Paleoastroni 3,0,1,three-b,VF1-5-10,310509,4.43,0.49,18.15,59.35,8.59,2.16,0.37,0.11,3.09,,,,96.75
342,52,Paleoastroni 3,0,1,three-b,VF1-5-8,310509,4.61,0.57,17.74,59.26,8.39,2.32,0.41,0.19,3.43,,,,96.92
343,52,Paleoastroni 3,0,1,three-b,VF1-5-7,310509,4.77,0.55,17.36,57.44,8.16,2.15,0.39,0.10,3.31,,,,94.23
344,52,Paleoastroni 3,0,1,three-b,VF1-5-5,310509,4.57,0.55,17.84,58.71,8.53,2.23,0.43,0.12,3.37,,,,96.35
345,52,Paleoastroni 3,0,1,three-b,VF1-5-4,310509,4.50,0.56,17.70,57.84,8.44,2.24,0.48,0.12,3.12,,,,95.01
346,52,Paleoastroni 3,0,1,three-b,VF1-5-3,310509,4.77,0.60,17.80,57.65,8.38,2.31,0.37,0.13,3.30,,,,95.32
347,52,Paleoastroni 3,0,1,three-b,VF1-5-2,310509,4.94,0.57,18.16,59.41,8.59,2.29,0.41,0.15,3.31,,,,97.82
348,52,Paleoastroni 3,0,1,three-b,CF70_1,291109,4.53,1.02,18.11,57.75,8.29,3.14,0.49,0.16,4.07,1709,6346,274,98.37
349,52,Paleoastroni 3,0,1,three-b,CF70_10,291109,4.58,0.55,18.75,59.98,8.54,2.31,0.48,0.16,3.25,840,7075,2162,99.61
350,52,Paleoastroni 3,0,1,three-b,CF70_11,291109,4.79,0.53,18.73,59.19,8.81,2.55,0.42,0.12,3.23,1256,7549,796,99.32
351,52,Paleoastroni 3,0,1,three-b,CF70_12,291109,4.89,0.59,18.51,59.26,8.81,2.35,0.46,0.16,3.48,1047,7732,1396,99.53
352,52,Paleoastroni 3,0,1,three-b,CF70_2,291109,4.58,0.69,17.89,59.15,8.57,2.55,0.47,0.21,3.54,1093,6956,1689,98.62
353,52,Paleoastroni 3,0,1,three-b,CF70_3,291109,4.75,0.69,18.95,59.20,8.74,2.46,0.47,0.14,3.40,1318,7094,1813,99.81
354,52,Paleoastroni 3,0,1,three-b,CF70_4,291109,4.66,0.67,18.50,58.24,8.44,2.59,0.53,0.11,3.42,1521,7320,1308,98.17
355,52,Paleoastroni 3,0,1,three-b,CF70_5,291109,4.74,0.55,18.90,59.05,8.50,2.37,0.48,0.14,3.39,1058,8123,1741,99.22
356,52,Paleoastroni 3,0,1,three-b,CF70_6,291109,4.81,0.49,18.80,59.67,8.43,2.26,0.42,0.12,3.30,916,8544,990,99.35
357,52,Paleoastroni 3,0,1,three-b,CF70_7,291109,5.24,0.56,18.26,59.58,8.55,2.17,0.49,0.16,3.57,1047,7781,2334,99.69
358,52,Paleoastroni 3,0,1,three-b,CF70_8,291109,4.78,0.56,18.50,58.46,8.40,2.43,0.43,0.20,3.47,1255,8152,2286,98.40
359,52,Paleoastroni 3,0,1,three-b,CF70_9,291109,4.63,0.54,18.61,59.17,8.62,2.38,0.46,0.20,3.34,917,8072,1339,98.99
360,49,AMS,6,2,three,AMS_6,210110,4.05,0.83,17.31,55.79,8.21,2.80,0.47,0.21,3.45,1809,5735,,93.87
361,49,AMS,6,2,three,AMS_11,210110,3.74,0.86,17.45,56.67,8.39,2.80,0.44,0.05,3.47,1264,5373,,94.53
362,49,AMS,6,2,three,AMS_10,210110,3.69,0.98,17.67,56.13,8.32,3.24,0.54,0.16,4.01,1777,5634,,95.48
363,49,AMS,6,2,three,AMS_1,210110,3.86,0.86,17.97,56.87,8.33,3.22,0.45,0.10,3.55,1608,5766,,95.97
364,49,AMS,6,2,three,AMS_12,210110,3.81,0.92,18.06,57.67,8.53,2.81,0.45,0.13,3.72,1669,5520,,96.82
365,49,AMS,6,2,three,AMS_5,210110,3.87,0.82,18.19,58.51,8.61,3.03,0.51,0.18,3.77,1598,6150,,98.25
366,49,AMS,6,2,three,AMS_8,210110,3.78,0.89,18.47,58.48,8.58,3.17,0.48,0.14,3.99,1963,6055,,98.80
367,49,AMS,6,2,three,AMS_2,210110,4.02,0.81,18.69,58.40,8.89,2.81,0.48,0.08,3.87,1881,5895,,98.82
368,49,AMS,6,2,three,AMS_14,210110,3.75,0.87,18.32,58.94,8.91,3.02,0.50,0.17,3.63,1493,6056,,98.87
369,49,AMS,6,2,three,AMS_9,210110,4.15,0.87,18.33,58.68,8.79,2.98,0.48,0.15,3.78,1729,5222,,98.91
370,49,AMS,6,2,three,AMS_4,210110,4.00,0.81,18.59,58.44,8.69,2.99,0.48,0.15,4.21,1633,5788,,99.10
371,49,AMS,6,2,three,AMS_13,210110,4.19,0.87,18.51,59.07,8.71,3.13,0.47,0.15,3.78,1352,6105,,99.64
